"ANO_EJE","REGION","TIPO_GOBIERNO","TIPO_GOBIERNO_NOMBRE","SECTOR","SECTOR_NOMBRE","PLIEGO","PLIEGO_NOMBRE","SEC_EJEC","EJECUTORA","EJECUTORA_NOMBRE","ALMACEN","SEC_ALMACEN","NOMBRE_ALMACEN","TIPO_TRANSAC","NOMBRE_TIPO_TRANSACCION","NRO_MOVIMTO","NRO_ORDEN","PROVEEDOR","NOMBRE_PROVEEDOR","OBSERVACION","FECHA_MOVIMTO","MES_MOVIMTO","NOMBRE_MES","TIPO_USO","NRO_GUIA","NRO_FACTURA","ESTADO_KARDEX","FECHA_REG","DOCUM_CONFIRMA","FECHA_CONFIRMA","GLOSA","TIPO_BIEN","GRUPO_BIEN","NOMBRE_GRUPO","CLASE_BIEN","NOMBRE_CLASE","FAMILIA_BIEN","NOMBRE_FAMILIA","ITEM_BIEN","NOMBRE_ITEM","UNIDAD_MEDIDA","UNIDAD_MEDIDA_DESC","MARCA","NOMBRE_MARCA","CANT_ARTICULO","PRECIO_UNIT","VALOR_TOTAL"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","66","0","0","HOSPITAL DE APOYO BAGUA","REING DE MEDIC FARM D.U DEL HAB","31-MAR-20","3","MARZO","C","FDMDMN°38","FDMDMN°38","CON CONFORMIDAD","01-APR-20","FDMDMN°38","31-MAR-20","REING DE MEDIC FARM D.U DEL HAB","B","58","PRODUCTOS FARMACÉUTICOS","38","MEDICAMENTOS QUE AFECTAN SIST.GASTROINTEST.: ANTIÁCIDOS, LAXANTES, ANTIDIARREIC, ANTIULCER. Y OTROS","0075","DIMENHIDRINATO.","0001","DIMENHIDRINATO 50 mg INY 5 mL","112","UNIDAD","328","SIN MARCA","11",".448182","4.93"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","66","0","0","HOSPITAL DE APOYO BAGUA","REING DE MEDIC FARM D.U DEL HAB","31-MAR-20","3","MARZO","C","FDMDMN°38","FDMDMN°38","CON CONFORMIDAD","01-APR-20","FDMDMN°38","31-MAR-20","REING DE MEDIC FARM D.U DEL HAB","B","58","PRODUCTOS FARMACÉUTICOS","12","MEDICAMENTOS ANTIINFECCIOSOS ANTIBIÓTICOS: CLORANFENICOS Y ANÁLOGOS","0001","CLORANFENICOL.","0004","CLORANFENICOL (COMO SUCCINATO SODICO) 1 g INY","112","UNIDAD","328","SIN MARCA","7","2.107143","14.75"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","65","0","0","HOSPITAL DE APOYO BAGUA","REING DE FARM D.U DEL HAB","31-MAR-20","3","MARZO","C","FDMDMN°37","FDMDMN°37","CON CONFORMIDAD","01-APR-20","FDMDMN°37","31-MAR-20","REING DE FARM D.U DEL HAB","B","58","PRODUCTOS FARMACÉUTICOS","38","MEDICAMENTOS QUE AFECTAN SIST.GASTROINTEST.: ANTIÁCIDOS, LAXANTES, ANTIDIARREIC, ANTIULCER. Y OTROS","0072","RANITIDINA.","0003","RANITIDINA (COMO CLORHIDRATO) 25 mg/mL INY 2 mL","112","UNIDAD","328","SIN MARCA","1",".27",".27"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","65","0","0","HOSPITAL DE APOYO BAGUA","REING DE FARM D.U DEL HAB","31-MAR-20","3","MARZO","C","FDMDMN°37","FDMDMN°37","CON CONFORMIDAD","01-APR-20","FDMDMN°37","31-MAR-20","REING DE FARM D.U DEL HAB","B","58","PRODUCTOS FARMACÉUTICOS","51","AGENTES QUE AFECTAN EL AGUA Y LOS ELECTROL.:  SOL. CORRECT DE TRAST.HÍDRICOS, ELECTROL. Y AC. BAS.","0009","POTASIO CLORURO.","0002","POTASIO CLORURO 20 g/100 mL (20 %) INY 10 mL","112","UNIDAD","328","SIN MARCA","1",".22",".22"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","65","0","0","HOSPITAL DE APOYO BAGUA","REING DE FARM D.U DEL HAB","31-MAR-20","3","MARZO","C","FDMDMN°37","FDMDMN°37","CON CONFORMIDAD","01-APR-20","FDMDMN°37","31-MAR-20","REING DE FARM D.U DEL HAB","B","58","PRODUCTOS FARMACÉUTICOS","02","MEDICAMENTOS ANALGÉSICOS, ANTIPIRÉTICOS, ANTIINFLAMATORIOS Y ANTIGOTOSOS","0046","PARACETAMOL.","0006","PARACETAMOL 120 mg/5 mL JBE  60 mL","112","UNIDAD","328","SIN MARCA","2","1.25","2.5"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","65","0","0","HOSPITAL DE APOYO BAGUA","REING DE FARM D.U DEL HAB","31-MAR-20","3","MARZO","C","FDMDMN°37","FDMDMN°37","CON CONFORMIDAD","01-APR-20","FDMDMN°37","31-MAR-20","REING DE FARM D.U DEL HAB","B","58","PRODUCTOS FARMACÉUTICOS","38","MEDICAMENTOS QUE AFECTAN SIST.GASTROINTEST.: ANTIÁCIDOS, LAXANTES, ANTIDIARREIC, ANTIULCER. Y OTROS","0077","ONDANSETRON","0004","ONDANSETRON (COMO CLORHIDRATO) 2 mg/mL INY 4 mL","112","UNIDAD","328","SIN MARCA","3",".483333","1.45"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","65","0","0","HOSPITAL DE APOYO BAGUA","REING DE FARM D.U DEL HAB","31-MAR-20","3","MARZO","C","FDMDMN°37","FDMDMN°37","CON CONFORMIDAD","01-APR-20","FDMDMN°37","31-MAR-20","REING DE FARM D.U DEL HAB","B","58","PRODUCTOS FARMACÉUTICOS","02","MEDICAMENTOS ANALGÉSICOS, ANTIPIRÉTICOS, ANTIINFLAMATORIOS Y ANTIGOTOSOS","0044","METAMIZOL","0001","METAMIZOL SODICO 1 g INY 2 mL","112","UNIDAD","328","SIN MARCA","7",".258571","1.81"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","65","0","0","HOSPITAL DE APOYO BAGUA","REING DE FARM D.U DEL HAB","31-MAR-20","3","MARZO","C","FDMDMN°37","FDMDMN°37","CON CONFORMIDAD","01-APR-20","FDMDMN°37","31-MAR-20","REING DE FARM D.U DEL HAB","B","58","PRODUCTOS FARMACÉUTICOS","71","HORMONAS Y ANTIHORMONAS: CORTICOSTEROIDES","0001","HIDROCORTISONA.","0001","HIDROCORTISONA (COMO SUCCINATO SODICO) 100 mg INY 2 mL","112","UNIDAD","328","SIN MARCA","3","2","6"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","65","0","0","HOSPITAL DE APOYO BAGUA","REING DE FARM D.U DEL HAB","31-MAR-20","3","MARZO","C","FDMDMN°37","FDMDMN°37","CON CONFORMIDAD","01-APR-20","FDMDMN°37","31-MAR-20","REING DE FARM D.U DEL HAB","B","58","PRODUCTOS FARMACÉUTICOS","10","MEDICAMENTOS ANTIINFECCIOSOS ANTIBIÓTICOS:  MACROLIDOS Y LINCOSAMIDAS","0007","CLINDAMICINA","0003","CLINDAMICINA (COMO FOSFATO) 600 mg INY 4 mL","112","UNIDAD","328","SIN MARCA","13",".842308","10.95"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","64","0","0","HOSPITAL DE APOYO BAGUA","REING DE MEDIC FARM C.E DEL HAB","30-MAR-20","3","MARZO","C","C.E.N°14","C.E.N°14","CON CONFORMIDAD","30-MAR-20","C.E.N°14","30-MAR-20","REING DE MEDIC FARM C.E DEL HAB","B","49","ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)","57","MATERIAL MÉDICO","0074","OTROS MATERIALES MÉDICOS","2967","AEROCÁMARA DE PLÁSTICO ADULTO","112","UNIDAD","328","SIN MARCA","1","4","4"
